Token,Emotions,EmotionCount
dornenkönigin,"fear, neutral, optimism",3
jenseits,"amusement, neutral",2
erschreckte,"fear, neutral",2
bosheit,"confusion, embarrassment, joy, neutral, optimism",5
floh,"admiration, disappointment, disapproval, embarrassment, neutral, sadness, surprise",7
ihresgleichen,"neutral, realization",2
glocken,"joy, neutral",2
klang,"amusement, curiosity, grief, neutral",4
schoss,"anger, neutral",2
zerfiel,"admiration, love, neutral",3
stolperte,"anger, disgust, neutral",3
tut.,"admiration, neutral",2
tauschte,"admiration, fear, neutral",3
rollten,"admiration, neutral",2
starrte,"amusement, neutral",2
flüsterte,"admiration, annoyance, disapproval, disgust, embarrassment, neutral, realization",7
kalter,"curiosity, love, neutral, realization",4
sechzehnten,"excitement, neutral",2
röschen,"admiration, excitement, neutral, realization",4
verfiel,"anger, neutral",2
öden,"disappointment, neutral",2
scheuten,"disgust, neutral",2
erreichte,"joy, neutral, realization",3
rauch,"annoyance, neutral",2
zerbarst,"admiration, neutral",2
jubel,"admiration, neutral",2
erfüllte,"admiration, desire, joy, neutral",4
jorik,"admiration, fear, neutral",3
stillen,"admiration, joy, neutral",3
vergingen,"admiration, neutral, realization",3
stehle,"annoyance, neutral",2
prächtigsten,"neutral, optimism",2
mähne,"admiration, neutral",2
verneigte,"joy, neutral, realization",3
cinderlind,"admiration, neutral, optimism, sadness",4
leise,"joy, neutral, sadness, surprise",4
trösteten,"admiration, neutral",2
entfloh,"neutral, sadness",2
größter,"admiration, disappointment, fear, neutral",4
erfuhr,"fear, neutral",2
befreiten,"joy, neutral",2
gläserne,"admiration, neutral",2
warmer,"admiration, neutral",2
hofes,"annoyance, neutral, sadness",3
gebeugt,"nervousness, neutral",2
fernes,"joy, neutral",2
gelehrten,"neutral, realization",2
—,"admiration, amusement, anger, annoyance, approval, confusion, disappointment, excitement, joy, love, neutral, optimism, realization, sadness, surprise",15
leuchtend,"admiration, neutral",2
selbst.,"neutral, realization",2
zögerte,"disappointment, neutral",2
liebreizende,"admiration, neutral",2
nannten,"admiration, amusement, disgust, neutral",4
schlüpfte,"disgust, neutral",2
aufzustellen,"admiration, neutral",2
erfand,"joy, neutral",2
leuchtendes,"admiration, neutral",2
palastes,"amusement, neutral",2
leiser,"neutral, relief",2
wispern,"joy, neutral",2
funkelten,"admiration, disgust, neutral",3
geküsst,"anger, disappointment, neutral",3
flehte,"neutral, sadness",2
seltsame,"amusement, disgust, embarrassment, fear, neutral",5
bebte,"admiration, anger, neutral, sadness, surprise",5
besaß,"admiration, neutral",2
begreifen,"joy, neutral, realization, surprise",4
bestrafen,"admiration, annoyance, neutral",3
sehen.,"admiration, neutral",2
gewölbe,"caring, neutral",2
spürten,"admiration, neutral",2
verbarg,"admiration, curiosity, neutral",3
verrätst,"caring, neutral",2
tragen.,"gratitude, neutral",2
vorbeiging,"neutral, surprise",2
kostbares,"admiration, neutral",2
malfina,"love, neutral, realization, sadness",4
stevan,"neutral, realization, sadness",3
verkündete,"joy, neutral",2
nannte,"admiration, amusement, annoyance, disappointment, gratitude, joy, love, neutral, realization",9
herrlichen,"admiration, neutral",2
rettete,"caring, fear, gratitude, grief, neutral",5
zurücknehmen,"admiration, neutral",2
siehe,"neutral, sadness, surprise",3
atmet,"neutral, sadness",2
küchenhilfe,"admiration, neutral",2
erklärte,"admiration, neutral, realization",3
funkelte,"amusement, joy, neutral",3
mild,"gratitude, neutral, sadness",3
befragte,"admiration, neutral",2
empfingen,"joy, neutral",2
offenen,"admiration, neutral",2
gerechter,"neutral, optimism",2
schweigend,"joy, neutral",2
beugte,"love, neutral, realization",3
winterwind,"admiration, neutral",2
hannes,"admiration, neutral, sadness",3
verstummt,"grief, neutral",2
zurückzulassen,"neutral, relief",2
umarmte,"joy, love, neutral",3
morgenröte,"admiration, neutral",2
fenstern,"love, neutral",2
reines,"gratitude, neutral",2
fernen,"admiration, approval, neutral, sadness",4
edles,"admiration, neutral",2
gebäck,"admiration, caring, neutral",3
fröhlichen,"joy, neutral",2
bann,"neutral, realization, sadness",3
strahlte,"admiration, neutral",2
feines,"disgust, joy, neutral, sadness",4
blutes,"neutral, sadness",2
glühte,"neutral, optimism",2
flohen,"fear, joy, neutral",3
scharfen,"disappointment, neutral",2
trauriger,"neutral, sadness",2
wunderte,"embarrassment, neutral, surprise",3
beschuldigte,"annoyance, neutral",2
gerechte,"approval, neutral",2
herrin,"curiosity, neutral",2
versank,"fear, neutral",2
knetete,"admiration, neutral",2
entschied,"neutral, realization",2
flink,"joy, neutral, sadness",3
freundes,"anger, neutral",2
heimzukehren,"neutral, sadness",2
betrat,"anger, neutral",2
geöffnet,"curiosity, neutral, surprise",3
endete,"disappointment, joy, neutral, realization, sadness",5
zerlumpt,"disgust, embarrassment, neutral",3
erkenntnis,"neutral, realization, sadness",3
leichtfüßig,"admiration, neutral",2
weiter.,"admiration, neutral",2
schmaler,"admiration, neutral",2
fröhlicher,"joy, neutral, realization",3
tautropfen,"amusement, neutral",2
unendlich,"neutral, sadness",2
errichten,"disapproval, neutral",2
gefunden.,"approval, neutral",2
heimkehren,"amusement, neutral",2
töricht,"neutral, realization",2
annabeth,"admiration, fear, neutral",3
begehrte,"desire, neutral, realization, surprise",4
erinnerte,"admiration, neutral",2
schmach,"disapproval, neutral",2
bitterlich,"annoyance, neutral, sadness",3
klagen,"anger, neutral",2
wassers,"amusement, neutral",2
‍,"neutral, sadness",2
raupe,"admiration, disgust, neutral",3
beschämt,"embarrassment, neutral",2
davonlief,"anger, neutral",2
unruhig,"nervousness, neutral, sadness",3
verstummte,"neutral, surprise",2
lastete,"neutral, remorse",2
verschworen,"anger, neutral",2
stimmte,"neutral, realization",2
gewaltige,"curiosity, neutral",2
entkamen,"disgust, neutral",2
feierten,"joy, neutral",2
krummen,"admiration, curiosity, neutral",3
weiten,"caring, neutral, sadness",3
ackers,"annoyance, neutral",2
überheblich,"love, neutral",2
unterschied,"annoyance, neutral",2
revanche,"annoyance, neutral",2
wichtigste,"disapproval, neutral, realization",3
gleichgewicht,"amusement, neutral",2
hüterin,"joy, neutral",2
kostete,"approval, neutral",2
leuchten,"excitement, fear, neutral",3
siebzehn,"admiration, neutral",2
kletterte,"admiration, neutral",2
treuem,"gratitude, neutral",2
warnte,"annoyance, caring, gratitude, neutral, sadness",5
behauptete,"fear, neutral",2
zweifel,"desire, neutral",2
erreichten,"joy, love, neutral",3
erschlug,"fear, neutral",2
gierig,"admiration, annoyance, disapproval, neutral",4
heirateten,"gratitude, joy, neutral",3
treuer,"admiration, annoyance, joy, neutral",4
geschieht.,"gratitude, neutral",2
beisammen,"joy, love, neutral",3
wacht.,"admiration, neutral",2
entstand,"embarrassment, neutral",2
demut,"joy, neutral, optimism, realization",4
klugheit,"neutral, optimism, realization",3
umfiel,"fear, neutral",2
schlimmer,"fear, joy, neutral",3
schnarchend,"disgust, neutral",2
überlistete,"love, neutral",2
lockte,"admiration, desire, love, neutral",4
krallen,"disgust, neutral",2
laden,"amusement, desire, neutral",3
fassbare,"anger, neutral",2
eingenommen,"neutral, sadness",2
gestand,"disappointment, neutral, sadness",3
tötete,"anger, neutral",2
gefangenen,"joy, neutral, sadness",3
scheiterte,"disappointment, neutral",2
lauschte,"neutral, realization",2
heimkehrte,"amusement, neutral, realization",3
unversehrt,"joy, neutral, relief",3
wackersteinen,"caring, neutral",2
nähten,"neutral, sadness",2
ideen,"admiration, neutral",2
rollstuhl,"love, neutral",2
label,"approval, neutral",2
verliebte,"love, neutral",2
kannten,"admiration, neutral, optimism",3
leons,"excitement, neutral",2
gewann,"grief, neutral",2
wettbewerb,"neutral, optimism, sadness",3
angebot,"disapproval, neutral",2
zerbrach,"annoyance, disgust, neutral, sadness",4
verliere,"disappointment, neutral",2
besiegte,"neutral, realization",2
zurückzuholen,"anger, neutral",2
staunte,"admiration, neutral",2
vierten,"fear, neutral",2
siebten,"admiration, neutral",2
scham,"annoyance, disgust, embarrassment, neutral, sadness",5
jemandem,"admiration, neutral",2
mitgefühl,"admiration, neutral",2
hofmusiker,"love, neutral",2
eitelkeit,"neutral, pride",2
musiker,"disapproval, neutral",2
verkleidung,"annoyance, neutral",2
übermut,"admiration, neutral",2
festmahl,"neutral, surprise",2
bäckerstochter,"neutral, surprise",2
weich,"neutral, sadness",2
waldfrau,"nervousness, neutral",2
pflichten,"neutral, pride",2
schützend,"caring, neutral",2
versorgen,"grief, neutral",2
krüge,"approval, neutral",2
irrte,"neutral, sadness",2
the,"admiration, neutral",2
ugly,"admiration, neutral",2
stepsister,"admiration, neutral",2
swedlandia,"admiration, neutral",2
birnenförmige,"caring, neutral",2
figur,"caring, desire, neutral",3
bandwurm,"caring, neutral",2
geformt,"admiration, neutral",2
wohnten,"admiration, neutral, realization",3
sophias,"neutral, surprise",2
geistes,"neutral, sadness",2
bewundern,"amusement, neutral",2
beraubt,"anger, neutral",2
verbot,"amusement, neutral",2
zauber.,"love, neutral",2
schicksals,"joy, neutral",2
ansgar,"caring, neutral",2
offenbar,"joy, neutral",2
einfache,"admiration, neutral",2
lerne,"admiration, neutral",2
staunten,"admiration, neutral",2
wagst,"anger, neutral",2
stirbst,"approval, neutral",2
verband,"admiration, neutral",2
quaken,"joy, neutral",2
königlicher,"love, neutral",2
hoffen,"neutral, optimism",2
tauchte,"love, neutral, sadness",3
spöttisch,"admiration, neutral",2
bedroht,"neutral, sadness",2
schimpfte,"amusement, neutral",2
wasserfällen,"neutral, optimism",2
verwöhnt,"neutral, sadness",2
wehrte,"neutral, surprise",2
schlosspriester,"neutral, sadness",2
vollzog,"neutral, sadness",2
übergesetzt,"anger, neutral",2
überqueren,"desire, neutral, realization",3
hackten,"neutral, realization",2
wich,"neutral, realization, sadness",3
stummer,"annoyance, neutral",2
tunnel,"fear, neutral",2
wahnsinn,"annoyance, neutral",2
umgestürzten,"neutral, sadness",2
leuchter,"neutral, sadness",2
verfallen,"grief, neutral, sadness",3
sprich,"admiration, joy, neutral",3
strauß,"gratitude, joy, neutral",3
pflanzte,"gratitude, neutral",2
ausgab,"love, neutral",2
bärenfalle,"disgust, neutral",2
wanderung,"neutral, sadness",2
ruine,"neutral, sadness",2
inne,"neutral, realization",2
kutscher,"desire, neutral",2
feierte,"joy, neutral",2
bogenschießen,"neutral, surprise",2
erhellte,"joy, neutral, realization",3
regierung,"approval, grief, love, neutral",4
vertrieb,"admiration, anger, neutral",3
hässlich,"disappointment, disgust, neutral",3
achtzehnten,"admiration, neutral, realization, sadness",4
eifersucht,"neutral, sadness",2
gerührt,"love, neutral, sadness",3
überfielen,"disappointment, neutral",2
gewährte,"fear, neutral",2
jakub,"admiration, neutral",2
bloßen,"admiration, neutral",2
blau,"admiration, joy, neutral",3
trauernden,"joy, neutral, sadness",3
gänge,"curiosity, neutral",2
felsigem,"neutral, realization",2
erklang,"annoyance, neutral",2
abgeschworen,"love, neutral",2
üben,"excitement, neutral",2
beeindruckt,"admiration, neutral",2
barfuß,"love, neutral",2
verdunkelte,"admiration, neutral",2
verschont,"admiration, disappointment, love, neutral",4
greis,"love, neutral",2
geiz,"disapproval, neutral",2
liege,"neutral, sadness",2
grausam,"curiosity, neutral",2
friedlichen,"excitement, neutral",2
bekamen,"neutral, realization",2
tiger,"nervousness, neutral",2
bitteren,"annoyance, neutral",2
bräche,"neutral, sadness",2
einsamkeit,"admiration, neutral",2
vollenden,"disapproval, neutral",2
dumm,"admiration, annoyance, neutral",3
melancholie,"grief, neutral",2
stolperten,"anger, neutral",2
drängte,"anger, neutral, sadness",3
schranken,"joy, neutral",2
fleck,"approval, neutral",2
bewunderte,"admiration, neutral",2
aufsuchen,"gratitude, neutral",2
gleiten,"desire, neutral",2
pläne,"disappointment, neutral",2
geläutert,"approval, neutral",2
brand,"embarrassment, neutral, relief, sadness",4
wehen,"annoyance, neutral, sadness",3
nottaufe,"fear, neutral",2
behütet,"joy, neutral",2
fasziniert,"admiration, neutral",2
misstraute,"anger, neutral",2
gelüftet,"anger, neutral",2
hexenjäger,"anger, neutral",2
ländern,"approval, neutral",2
ältester,"neutral, sadness",2
sturz,"joy, neutral",2
verwechselt,"neutral, realization",2
red,"fear, neutral",2
riding,"fear, neutral",2
hood,"fear, neutral",2
kindheit,"admiration, joy, neutral, realization",4
cesaires,"neutral, sadness",2
widersprechen,"disapproval, neutral",2
walnuss,"admiration, neutral",2
allerleihaut,"neutral, realization",2
ertrug,"caring, neutral",2
entwich,"joy, neutral",2
schande,"neutral, sadness",2
altert,"annoyance, fear",2
tiger.,"annoyance, nervousness",2
heilkräfte,"annoyance, disappointment",2
besaßen,"annoyance, disappointment",2
ära,"annoyance, realization",2
zünden,"annoyance, fear",2
angefangen,"annoyance, curiosity",2
anrührte,"annoyance, embarrassment",2
tugend,"admiration, annoyance",2
viere,"admiration, annoyance",2
angestellt,"admiration, annoyance",2
strafen,"admiration, annoyance",2
schimmernden,"admiration, annoyance",2
zerstörte,"anger, annoyance, sadness",3
wissend,"amusement, annoyance",2
zerstören,"annoyance, disgust",2
staunend,"excitement, surprise",2
zaubertricks,"amusement, excitement",2
jubelt,"excitement, joy",2
unbefangenheit,"admiration, approval",2
verändert,"approval, caring, embarrassment",3
gedrückt,"admiration, approval",2
abgebissen,"anger, approval",2
lächelnd,"approval, joy",2
klarem,"admiration, approval",2
jägers,"anger, gratitude, realization",3
königreiches,"admiration, gratitude",2
bedankt,"embarrassment, gratitude, love",3
beschützt,"admiration, gratitude",2
überschwänglich,"disappointment, embarrassment, gratitude",3
nagt,"confusion, gratitude",2
gebäude,"admiration, gratitude",2
dankten,"fear, gratitude",2
bedankte,"caring, gratitude",2
diebe,"admiration, anger",2
fürchterlichen,"admiration, fear",2
herrschaftliche,"admiration, love",2
erdboden,"admiration, disgust, sadness",3
erstaunt,"admiration, amusement, curiosity, surprise",4
schier,"admiration, desire",2
wunderschönes,"admiration, caring",2
hingezogen,"admiration, love",2
schütze,"admiration, love",2
wetten,"admiration, sadness, surprise",3
verstorbene,"admiration, sadness",2
erstaunen,"admiration, surprise",2
wunderlich,"admiration, fear, surprise",3
töchterlein,"admiration, love",2
erwecken.,"admiration, caring",2
hereintrat,"admiration, sadness",2
gestürzt,"admiration, fear, remorse",3
solls,"admiration, love",2
bildnis,"admiration, curiosity, joy, sadness",4
säle,"admiration, caring",2
neugierde,"admiration, curiosity",2
zerspringen,"admiration, fear",2
anstellen,"admiration, desire",2
traume,"admiration, fear",2
wunderliche,"admiration, surprise",2
garstig,"admiration, anger",2
antun,"admiration, fear",2
berühmteste,"admiration, caring",2
türlein,"admiration, joy",2
neugier,"admiration, curiosity",2
dunklem,"admiration, sadness",2
sigismund,"admiration, realization",2
schleier,"admiration, realization",2
auffiel,"admiration, curiosity",2
anerkennung,"admiration, desire",2
heilkunst,"admiration, realization",2
lobte,"admiration, disappointment",2
sohlbach,"admiration, joy",2
unheimlich,"admiration, fear",2
kaltes,"admiration, surprise",2
meisten,"admiration, love",2
untröstlich,"admiration, sadness",2
kostet,"disappointment, sadness",2
dreck,"disappointment, disapproval",2
rauen,"disappointment, realization",2
scheu,"disappointment, fear",2
zugestoßen,"disappointment, fear",2
fort.,"anger, disappointment, fear, nervousness",4
stolzer,"disappointment, fear, pride",3
munkelte,"disappointment, disgust",2
entsetzt,"anger, disappointment, fear, sadness",4
karoline,"disappointment, embarrassment",2
küchenmädchen,"disapproval, surprise",2
volksfest,"disapproval, disgust",2
rieche,"disapproval, disgust",2
dirne,"disapproval, love",2
gutmachen,"fear, optimism",2
fänden,"fear, sadness",2
fürchteten,"fear, love",2
gefährliches,"fear, realization",2
unzufrieden,"embarrassment, sadness",2
entfachte,"disgust, sadness",2
erschallte,"amusement, sadness",2
sterb,"caring, sadness",2
bitterer,"love, sadness",2
größtes,"realization, sadness",2
vermummten,"disgust, sadness",2
widersprach,"pride, sadness",2
wünschten,"desire, optimism",2
versöhnung,"joy, optimism",2
künftige,"desire, optimism",2
vogelkäfigen,"love, surprise",2
zaubers,"love, surprise",2
wüßten,"confusion, curiosity",2
gewählt,"confusion, joy",2
erleichtert,"joy, relief",2
zuliebe,"joy, love",2
