Token,EmotionCount,Emotions
angemacht,2,"amusement, neutral"
gerieten,3,"anger, excitement, neutral"
hellem,2,"neutral, surprise"
kopfe,2,"anger, neutral"
vollen,2,"gratitude, neutral"
fühle,2,"caring, neutral"
trübe,2,"confusion, neutral"
feuerflammen,2,"anger, neutral"
aufessen,2,"annoyance, neutral"
edelsteinen,4,"admiration, disgust, neutral, surprise"
bekannter,2,"neutral, sadness"
schüttete,3,"gratitude, neutral, sadness"
erlauben,2,"admiration, neutral"
einwilligte,4,"annoyance, joy, love, neutral"
wenden,2,"neutral, sadness"
übermütig,4,"admiration, caring, neutral, realization"
eingesperrt.,2,"fear, neutral"
dankte,2,"gratitude, neutral"
anlangte,2,"disgust, neutral"
gebührt,2,"amusement, neutral"
meerwasser,2,"annoyance, neutral"
klüger,2,"annoyance, neutral"
dankbar,5,"caring, disgust, gratitude, neutral, realization"
erlöser,2,"joy, neutral"
regnete,2,"caring, neutral"
rehchen,4,"anger, joy, neutral, sadness"
nüsse,2,"admiration, neutral"
hüfthorn,2,"neutral, sadness"
hinaus.,2,"neutral, sadness"
behend,2,"admiration, neutral"
währte,2,"neutral, realization"
rehkälbchen,3,"joy, nervousness, neutral"
spürte,4,"joy, neutral, realization, sadness"
häßlich,3,"annoyance, disgust, neutral"
schlossen,3,"gratitude, joy, neutral"
wiege,2,"love, neutral"
gewöhnlich,2,"admiration, neutral"
singende,2,"neutral, sadness"
springende,2,"neutral, sadness"
prächtiges,2,"admiration, neutral"
zitterte,2,"admiration, neutral"
fresse,2,"love, neutral"
leben.,2,"joy, neutral"
versprichst,3,"caring, love, neutral"
eintrat,2,"neutral, surprise"
besänftigen,2,"love, neutral"
verzauberter,2,"love, neutral"
hinzugehen,2,"fear, neutral"
wiedersehen,2,"desire, neutral"
heiratete,5,"admiration, gratitude, joy, love, neutral"
erlösen.,2,"gratitude, neutral"
greif,2,"love, neutral"
vorkam,2,"gratitude, neutral"
küchlein,2,"joy, neutral"
schöneres,2,"admiration, neutral"
ruhte,2,"excitement, neutral"
mahl,3,"admiration, neutral, realization"
menschenleben,2,"grief, neutral"
wenigstens,2,"desire, neutral"
ersann,2,"disappointment, neutral"
nickte,2,"annoyance, neutral"
schwor,2,"annoyance, neutral"
wiederzufinden,2,"neutral, optimism"
hinterher,3,"fear, neutral, sadness"
fassten,2,"love, neutral"
erzittern,2,"disgust, neutral"
löste,2,"love, neutral"
moores,2,"neutral, sadness"
herrschte,5,"admiration, annoyance, neutral, realization, sadness"
dornenkönigin,3,"fear, neutral, optimism"
jenseits,2,"amusement, neutral"
erschreckte,2,"fear, neutral"
bosheit,5,"confusion, embarrassment, joy, neutral, optimism"
floh,7,"admiration, disappointment, disapproval, embarrassment, neutral, sadness, surprise"
ihresgleichen,2,"neutral, realization"
glocken,2,"joy, neutral"
klang,4,"amusement, curiosity, grief, neutral"
schoss,2,"anger, neutral"
zerfiel,3,"admiration, love, neutral"
stolperte,3,"anger, disgust, neutral"
tut.,2,"admiration, neutral"
tauschte,3,"admiration, fear, neutral"
rollten,2,"admiration, neutral"
starrte,2,"amusement, neutral"
flüsterte,7,"admiration, annoyance, disapproval, disgust, embarrassment, neutral, realization"
kalter,4,"curiosity, love, neutral, realization"
sechzehnten,2,"excitement, neutral"
röschen,4,"admiration, excitement, neutral, realization"
verfiel,2,"anger, neutral"
öden,2,"disappointment, neutral"
scheuten,2,"disgust, neutral"
erreichte,3,"joy, neutral, realization"
rauch,2,"annoyance, neutral"
zerbarst,2,"admiration, neutral"
jubel,2,"admiration, neutral"
erfüllte,4,"admiration, desire, joy, neutral"
jorik,3,"admiration, fear, neutral"
stillen,3,"admiration, joy, neutral"
vergingen,3,"admiration, neutral, realization"
stehle,2,"annoyance, neutral"
prächtigsten,2,"neutral, optimism"
mähne,2,"admiration, neutral"
verneigte,3,"joy, neutral, realization"
cinderlind,4,"admiration, neutral, optimism, sadness"
leise,4,"joy, neutral, sadness, surprise"
trösteten,2,"admiration, neutral"
entfloh,2,"neutral, sadness"
größter,4,"admiration, disappointment, fear, neutral"
erfuhr,2,"fear, neutral"
befreiten,2,"joy, neutral"
gläserne,2,"admiration, neutral"
warmer,2,"admiration, neutral"
hofes,3,"annoyance, neutral, sadness"
gebeugt,2,"nervousness, neutral"
fernes,2,"joy, neutral"
gelehrten,2,"neutral, realization"
—,15,"admiration, amusement, anger, annoyance, approval, confusion, disappointment, excitement, joy, love, neutral, optimism, realization, sadness, surprise"
leuchtend,2,"admiration, neutral"
selbst.,2,"neutral, realization"
zögerte,2,"disappointment, neutral"
liebreizende,2,"admiration, neutral"
nannten,4,"admiration, amusement, disgust, neutral"
schlüpfte,2,"disgust, neutral"
aufzustellen,2,"admiration, neutral"
erfand,2,"joy, neutral"
leuchtendes,2,"admiration, neutral"
palastes,2,"amusement, neutral"
leiser,2,"neutral, relief"
wispern,2,"joy, neutral"
funkelten,3,"admiration, disgust, neutral"
geküsst,3,"anger, disappointment, neutral"
flehte,2,"neutral, sadness"
seltsame,5,"amusement, disgust, embarrassment, fear, neutral"
bebte,5,"admiration, anger, neutral, sadness, surprise"
besaß,2,"admiration, neutral"
begreifen,4,"joy, neutral, realization, surprise"
bestrafen,3,"admiration, annoyance, neutral"
sehen.,2,"admiration, neutral"
gewölbe,2,"caring, neutral"
spürten,2,"admiration, neutral"
verbarg,3,"admiration, curiosity, neutral"
verrätst,2,"caring, neutral"
tragen.,2,"gratitude, neutral"
vorbeiging,2,"neutral, surprise"
kostbares,2,"admiration, neutral"
malfina,4,"love, neutral, realization, sadness"
stevan,3,"neutral, realization, sadness"
verkündete,2,"joy, neutral"
nannte,9,"admiration, amusement, annoyance, disappointment, gratitude, joy, love, neutral, realization"
herrlichen,2,"admiration, neutral"
rettete,5,"caring, fear, gratitude, grief, neutral"
zurücknehmen,2,"admiration, neutral"
siehe,3,"neutral, sadness, surprise"
atmet,2,"neutral, sadness"
küchenhilfe,2,"admiration, neutral"
erklärte,3,"admiration, neutral, realization"
funkelte,3,"amusement, joy, neutral"
mild,3,"gratitude, neutral, sadness"
befragte,2,"admiration, neutral"
empfingen,2,"joy, neutral"
offenen,2,"admiration, neutral"
gerechter,2,"neutral, optimism"
schweigend,2,"joy, neutral"
beugte,3,"love, neutral, realization"
winterwind,2,"admiration, neutral"
hannes,3,"admiration, neutral, sadness"
verstummt,2,"grief, neutral"
zurückzulassen,2,"neutral, relief"
umarmte,3,"joy, love, neutral"
morgenröte,2,"admiration, neutral"
fenstern,2,"love, neutral"
reines,2,"gratitude, neutral"
fernen,4,"admiration, approval, neutral, sadness"
edles,2,"admiration, neutral"
gebäck,3,"admiration, caring, neutral"
fröhlichen,2,"joy, neutral"
bann,3,"neutral, realization, sadness"
strahlte,2,"admiration, neutral"
feines,4,"disgust, joy, neutral, sadness"
blutes,2,"neutral, sadness"
glühte,2,"neutral, optimism"
flohen,3,"fear, joy, neutral"
scharfen,2,"disappointment, neutral"
trauriger,2,"neutral, sadness"
wunderte,3,"embarrassment, neutral, surprise"
beschuldigte,2,"annoyance, neutral"
gerechte,2,"approval, neutral"
herrin,2,"curiosity, neutral"
versank,2,"fear, neutral"
knetete,2,"admiration, neutral"
entschied,2,"neutral, realization"
flink,3,"joy, neutral, sadness"
freundes,2,"anger, neutral"
heimzukehren,2,"neutral, sadness"
betrat,2,"anger, neutral"
geöffnet,3,"curiosity, neutral, surprise"
endete,5,"disappointment, joy, neutral, realization, sadness"
zerlumpt,3,"disgust, embarrassment, neutral"
erkenntnis,3,"neutral, realization, sadness"
leichtfüßig,2,"admiration, neutral"
weiter.,2,"admiration, neutral"
schmaler,2,"admiration, neutral"
fröhlicher,3,"joy, neutral, realization"
tautropfen,2,"amusement, neutral"
unendlich,2,"neutral, sadness"
errichten,2,"disapproval, neutral"
gefunden.,2,"approval, neutral"
heimkehren,2,"amusement, neutral"
töricht,2,"neutral, realization"
annabeth,3,"admiration, fear, neutral"
begehrte,4,"desire, neutral, realization, surprise"
erinnerte,2,"admiration, neutral"
schmach,2,"disapproval, neutral"
bitterlich,3,"annoyance, neutral, sadness"
klagen,2,"anger, neutral"
wassers,2,"amusement, neutral"
‍,2,"neutral, sadness"
raupe,3,"admiration, disgust, neutral"
beschämt,2,"embarrassment, neutral"
davonlief,2,"anger, neutral"
unruhig,3,"nervousness, neutral, sadness"
verstummte,2,"neutral, surprise"
lastete,2,"neutral, remorse"
verschworen,2,"anger, neutral"
stimmte,2,"neutral, realization"
gewaltige,2,"curiosity, neutral"
entkamen,2,"disgust, neutral"
feierten,2,"joy, neutral"
krummen,3,"admiration, curiosity, neutral"
weiten,3,"caring, neutral, sadness"
ackers,2,"annoyance, neutral"
überheblich,2,"love, neutral"
unterschied,2,"annoyance, neutral"
revanche,2,"annoyance, neutral"
wichtigste,3,"disapproval, neutral, realization"
gleichgewicht,2,"amusement, neutral"
hüterin,2,"joy, neutral"
kostete,2,"approval, neutral"
leuchten,3,"excitement, fear, neutral"
siebzehn,2,"admiration, neutral"
kletterte,2,"admiration, neutral"
treuem,2,"gratitude, neutral"
warnte,5,"annoyance, caring, gratitude, neutral, sadness"
behauptete,2,"fear, neutral"
zweifel,2,"desire, neutral"
erreichten,3,"joy, love, neutral"
erschlug,2,"fear, neutral"
gierig,4,"admiration, annoyance, disapproval, neutral"
heirateten,3,"gratitude, joy, neutral"
treuer,4,"admiration, annoyance, joy, neutral"
geschieht.,2,"gratitude, neutral"
beisammen,3,"joy, love, neutral"
wacht.,2,"admiration, neutral"
entstand,2,"embarrassment, neutral"
demut,4,"joy, neutral, optimism, realization"
klugheit,3,"neutral, optimism, realization"
umfiel,2,"fear, neutral"
schlimmer,3,"fear, joy, neutral"
schnarchend,2,"disgust, neutral"
überlistete,2,"love, neutral"
lockte,4,"admiration, desire, love, neutral"
krallen,2,"disgust, neutral"
laden,3,"amusement, desire, neutral"
fassbare,2,"anger, neutral"
eingenommen,2,"neutral, sadness"
gestand,3,"disappointment, neutral, sadness"
tötete,2,"anger, neutral"
gefangenen,3,"joy, neutral, sadness"
scheiterte,2,"disappointment, neutral"
lauschte,2,"neutral, realization"
heimkehrte,3,"amusement, neutral, realization"
unversehrt,3,"joy, neutral, relief"
wackersteinen,2,"caring, neutral"
nähten,2,"neutral, sadness"
ideen,2,"admiration, neutral"
rollstuhl,2,"love, neutral"
label,2,"approval, neutral"
verliebte,2,"love, neutral"
kannten,3,"admiration, neutral, optimism"
leons,2,"excitement, neutral"
gewann,2,"grief, neutral"
wettbewerb,3,"neutral, optimism, sadness"
angebot,2,"disapproval, neutral"
zerbrach,4,"annoyance, disgust, neutral, sadness"
verliere,2,"disappointment, neutral"
besiegte,2,"neutral, realization"
zurückzuholen,2,"anger, neutral"
staunte,2,"admiration, neutral"
vierten,2,"fear, neutral"
siebten,2,"admiration, neutral"
scham,5,"annoyance, disgust, embarrassment, neutral, sadness"
jemandem,2,"admiration, neutral"
mitgefühl,2,"admiration, neutral"
hofmusiker,2,"love, neutral"
eitelkeit,2,"neutral, pride"
musiker,2,"disapproval, neutral"
verkleidung,2,"annoyance, neutral"
übermut,2,"admiration, neutral"
festmahl,2,"neutral, surprise"
bäckerstochter,2,"neutral, surprise"
weich,2,"neutral, sadness"
waldfrau,2,"nervousness, neutral"
pflichten,2,"neutral, pride"
schützend,2,"caring, neutral"
versorgen,2,"grief, neutral"
krüge,2,"approval, neutral"
irrte,2,"neutral, sadness"
the,2,"admiration, neutral"
ugly,2,"admiration, neutral"
stepsister,2,"admiration, neutral"
swedlandia,2,"admiration, neutral"
birnenförmige,2,"caring, neutral"
figur,3,"caring, desire, neutral"
bandwurm,2,"caring, neutral"
geformt,2,"admiration, neutral"
wohnten,3,"admiration, neutral, realization"
sophias,2,"neutral, surprise"
geistes,2,"neutral, sadness"
bewundern,2,"amusement, neutral"
beraubt,2,"anger, neutral"
verbot,2,"amusement, neutral"
zauber.,2,"love, neutral"
schicksals,2,"joy, neutral"
ansgar,2,"caring, neutral"
offenbar,2,"joy, neutral"
einfache,2,"admiration, neutral"
lerne,2,"admiration, neutral"
staunten,2,"admiration, neutral"
wagst,2,"anger, neutral"
stirbst,2,"approval, neutral"
verband,2,"admiration, neutral"
quaken,2,"joy, neutral"
königlicher,2,"love, neutral"
hoffen,2,"neutral, optimism"
tauchte,3,"love, neutral, sadness"
spöttisch,2,"admiration, neutral"
bedroht,2,"neutral, sadness"
schimpfte,2,"amusement, neutral"
wasserfällen,2,"neutral, optimism"
verwöhnt,2,"neutral, sadness"
wehrte,2,"neutral, surprise"
schlosspriester,2,"neutral, sadness"
vollzog,2,"neutral, sadness"
übergesetzt,2,"anger, neutral"
überqueren,3,"desire, neutral, realization"
hackten,2,"neutral, realization"
wich,3,"neutral, realization, sadness"
stummer,2,"annoyance, neutral"
tunnel,2,"fear, neutral"
wahnsinn,2,"annoyance, neutral"
umgestürzten,2,"neutral, sadness"
leuchter,2,"neutral, sadness"
verfallen,3,"grief, neutral, sadness"
sprich,3,"admiration, joy, neutral"
strauß,3,"gratitude, joy, neutral"
pflanzte,2,"gratitude, neutral"
ausgab,2,"love, neutral"
bärenfalle,2,"disgust, neutral"
wanderung,2,"neutral, sadness"
ruine,2,"neutral, sadness"
inne,2,"neutral, realization"
kutscher,2,"desire, neutral"
feierte,2,"joy, neutral"
bogenschießen,2,"neutral, surprise"
erhellte,3,"joy, neutral, realization"
regierung,4,"approval, grief, love, neutral"
vertrieb,3,"admiration, anger, neutral"
hässlich,3,"disappointment, disgust, neutral"
achtzehnten,4,"admiration, neutral, realization, sadness"
eifersucht,2,"neutral, sadness"
gerührt,3,"love, neutral, sadness"
überfielen,2,"disappointment, neutral"
gewährte,2,"fear, neutral"
jakub,2,"admiration, neutral"
bloßen,2,"admiration, neutral"
blau,3,"admiration, joy, neutral"
trauernden,3,"joy, neutral, sadness"
gänge,2,"curiosity, neutral"
felsigem,2,"neutral, realization"
erklang,2,"annoyance, neutral"
abgeschworen,2,"love, neutral"
üben,2,"excitement, neutral"
beeindruckt,2,"admiration, neutral"
barfuß,2,"love, neutral"
verdunkelte,2,"admiration, neutral"
verschont,4,"admiration, disappointment, love, neutral"
greis,2,"love, neutral"
geiz,2,"disapproval, neutral"
liege,2,"neutral, sadness"
grausam,2,"curiosity, neutral"
friedlichen,2,"excitement, neutral"
bekamen,2,"neutral, realization"
tiger,2,"nervousness, neutral"
bitteren,2,"annoyance, neutral"
bräche,2,"neutral, sadness"
einsamkeit,2,"admiration, neutral"
vollenden,2,"disapproval, neutral"
dumm,3,"admiration, annoyance, neutral"
melancholie,2,"grief, neutral"
stolperten,2,"anger, neutral"
drängte,3,"anger, neutral, sadness"
schranken,2,"joy, neutral"
fleck,2,"approval, neutral"
bewunderte,2,"admiration, neutral"
aufsuchen,2,"gratitude, neutral"
gleiten,2,"desire, neutral"
pläne,2,"disappointment, neutral"
geläutert,2,"approval, neutral"
brand,4,"embarrassment, neutral, relief, sadness"
wehen,3,"annoyance, neutral, sadness"
nottaufe,2,"fear, neutral"
behütet,2,"joy, neutral"
fasziniert,2,"admiration, neutral"
misstraute,2,"anger, neutral"
gelüftet,2,"anger, neutral"
hexenjäger,2,"anger, neutral"
ländern,2,"approval, neutral"
ältester,2,"neutral, sadness"
sturz,2,"joy, neutral"
verwechselt,2,"neutral, realization"
red,2,"fear, neutral"
riding,2,"fear, neutral"
hood,2,"fear, neutral"
kindheit,4,"admiration, joy, neutral, realization"
cesaires,2,"neutral, sadness"
widersprechen,2,"disapproval, neutral"
walnuss,2,"admiration, neutral"
allerleihaut,2,"neutral, realization"
ertrug,2,"caring, neutral"
entwich,2,"joy, neutral"
schande,2,"neutral, sadness"
altert,2,"annoyance, fear"
tiger.,2,"annoyance, nervousness"
heilkräfte,2,"annoyance, disappointment"
besaßen,2,"annoyance, disappointment"
ära,2,"annoyance, realization"
zünden,2,"annoyance, fear"
angefangen,2,"annoyance, curiosity"
anrührte,2,"annoyance, embarrassment"
tugend,2,"admiration, annoyance"
viere,2,"admiration, annoyance"
angestellt,2,"admiration, annoyance"
strafen,2,"admiration, annoyance"
schimmernden,2,"admiration, annoyance"
zerstörte,3,"anger, annoyance, sadness"
wissend,2,"amusement, annoyance"
zerstören,2,"annoyance, disgust"
staunend,2,"excitement, surprise"
zaubertricks,2,"amusement, excitement"
jubelt,2,"excitement, joy"
unbefangenheit,2,"admiration, approval"
verändert,3,"approval, caring, embarrassment"
gedrückt,2,"admiration, approval"
abgebissen,2,"anger, approval"
lächelnd,2,"approval, joy"
klarem,2,"admiration, approval"
jägers,3,"anger, gratitude, realization"
königreiches,2,"admiration, gratitude"
bedankt,3,"embarrassment, gratitude, love"
beschützt,2,"admiration, gratitude"
überschwänglich,3,"disappointment, embarrassment, gratitude"
nagt,2,"confusion, gratitude"
gebäude,2,"admiration, gratitude"
dankten,2,"fear, gratitude"
bedankte,2,"caring, gratitude"
diebe,2,"admiration, anger"
fürchterlichen,2,"admiration, fear"
herrschaftliche,2,"admiration, love"
erdboden,3,"admiration, disgust, sadness"
erstaunt,4,"admiration, amusement, curiosity, surprise"
schier,2,"admiration, desire"
wunderschönes,2,"admiration, caring"
hingezogen,2,"admiration, love"
schütze,2,"admiration, love"
wetten,3,"admiration, sadness, surprise"
verstorbene,2,"admiration, sadness"
erstaunen,2,"admiration, surprise"
wunderlich,3,"admiration, fear, surprise"
töchterlein,2,"admiration, love"
erwecken.,2,"admiration, caring"
hereintrat,2,"admiration, sadness"
gestürzt,3,"admiration, fear, remorse"
solls,2,"admiration, love"
bildnis,4,"admiration, curiosity, joy, sadness"
säle,2,"admiration, caring"
neugierde,2,"admiration, curiosity"
zerspringen,2,"admiration, fear"
anstellen,2,"admiration, desire"
traume,2,"admiration, fear"
wunderliche,2,"admiration, surprise"
garstig,2,"admiration, anger"
antun,2,"admiration, fear"
berühmteste,2,"admiration, caring"
türlein,2,"admiration, joy"
neugier,2,"admiration, curiosity"
dunklem,2,"admiration, sadness"
sigismund,2,"admiration, realization"
schleier,2,"admiration, realization"
auffiel,2,"admiration, curiosity"
anerkennung,2,"admiration, desire"
heilkunst,2,"admiration, realization"
lobte,2,"admiration, disappointment"
sohlbach,2,"admiration, joy"
unheimlich,2,"admiration, fear"
kaltes,2,"admiration, surprise"
meisten,2,"admiration, love"
untröstlich,2,"admiration, sadness"
kostet,2,"disappointment, sadness"
dreck,2,"disappointment, disapproval"
rauen,2,"disappointment, realization"
scheu,2,"disappointment, fear"
zugestoßen,2,"disappointment, fear"
fort.,4,"anger, disappointment, fear, nervousness"
stolzer,3,"disappointment, fear, pride"
munkelte,2,"disappointment, disgust"
